,date,avg_equity,avg_debt,avg_hybrid,index_nrml
141,2019-04-09,-4.46,6.04,0.39,-0.07
142,2019-04-10,-4.76,6.16,0.13,-0.82
143,2019-04-11,-4.49,6.16,0.15,-0.72
144,2019-04-12,-3.96,6.03,0.38,-0.32
145,2019-04-15,-3.85,6.08,0.55,0.08
146,2019-04-16,-3.7,6.13,1.07,0.91
147,2019-04-18,-4.61,6.1,0.87,0.62
148,2019-04-22,-6.3,6.03,0.08,-0.74
149,2019-04-23,-5.9,6.04,0.04,-0.9
150,2019-04-24,-5.37,6.2,0.62,0.39
151,2019-04-25,-5.93,6.12,0.34,-0.33
152,2019-04-26,-5.61,6.27,0.74,0.63
153,2019-04-30,-6.53,6.34,0.8,0.58
154,2019-05-02,-7.17,6.48,0.51,0.38
155,2019-05-03,-7.26,6.5,0.4,0.27
156,2019-05-06,-8.32,6.57,-0.04,-0.7
157,2019-05-07,-9.28,6.62,-0.5,-1.56
158,2019-05-08,-10.32,6.71,-1.07,-2.75
159,2019-05-09,-10.52,6.65,-1.22,-3.24
160,2019-05-10,-10.6,6.63,-1.29,-3.44
161,2019-05-13,-12.3,6.85,-1.98,-4.56
162,2019-05-14,-11.89,6.99,-1.55,-3.92
163,2019-05-15,-12.27,6.99,-1.69,-4.48
164,2019-05-16,-12.03,7.05,-1.33,-3.62
165,2019-05-17,-11.72,7.08,-0.69,-2.34
166,2019-05-20,-9.1,7.45,1.48,1.26
167,2019-05-21,-9.81,7.44,0.89,0.24
168,2019-05-22,-9.23,7.57,1.13,0.49
169,2019-05-23,-9.28,7.71,1.03,-0.2
170,2019-05-24,-7.08,7.8,2.15,1.4
171,2019-05-27,-5.42,8.21,2.9,2.09
172,2019-05-28,-5.67,8.47,2.92,2.13
173,2019-05-29,-6.39,8.58,2.62,1.55
174,2019-05-30,-6.28,8.51,2.84,2.27
175,2019-05-31,-6.48,9.12,2.92,2.07
176,2019-06-03,-6.06,9.43,3.63,3.49
177,2019-06-04,-6.37,9.27,3.36,2.92
178,2019-06-06,-7.76,9.87,2.52,1.4
179,2019-06-07,-7.67,9.68,2.61,1.63
180,2019-06-10,-7.61,9.24,2.77,2.07
181,2019-06-11,-7.3,9.36,3.0,2.44
182,2019-06-12,-7.69,9.49,2.73,1.93
183,2019-06-13,-7.8,9.53,2.76,2.0
184,2019-06-14,-8.49,9.95,2.49,1.22
185,2019-06-17,-9.51,10.03,1.71,-0.07
186,2019-06-18,-9.6,10.74,2.1,0.09
187,2019-06-19,-10.0,10.72,1.93,0.09
188,2019-06-20,-9.17,11.06,2.84,1.29
189,2019-06-21,-9.16,10.76,2.46,0.37
190,2019-06-24,-9.38,10.75,2.41,0.16
191,2019-06-25,-9.03,10.69,2.89,0.99
192,2019-06-26,-8.46,10.58,3.11,1.43
193,2019-06-27,-8.23,10.74,3.12,1.38
194,2019-06-28,-7.9,10.85,3.04,0.93
195,2019-07-01,-7.56,10.87,3.25,1.58
196,2019-07-02,-7.61,11.05,3.42,1.97
197,2019-07-03,-7.36,11.06,3.57,2.02
198,2019-07-04,-7.08,11.37,3.83,2.28
199,2019-07-05,-8.31,11.82,3.39,1.12
200,2019-07-08,-10.87,12.57,2.29,-1.04
201,2019-07-09,-10.17,12.52,2.28,-1.07
202,2019-07-10,-10.87,12.71,2.02,-1.55
203,2019-07-11,-10.18,12.92,2.52,-0.84
204,2019-07-12,-9.85,12.95,2.41,-1.1
205,2019-07-15,-10.09,13.27,2.6,-0.79
206,2019-07-16,-9.84,13.57,3.01,-0.15
207,2019-07-17,-9.5,13.45,3.12,0.06
208,2019-07-18,-10.46,13.28,2.65,-0.72
209,2019-07-19,-12.02,13.39,1.71,-2.24
210,2019-07-22,-12.79,13.12,1.17,-2.86
211,2019-07-23,-12.83,13.0,1.1,-2.99
212,2019-07-24,-14.09,13.06,0.69,-3.5
213,2019-07-25,-13.99,12.65,0.6,-3.67
214,2019-07-26,-13.5,12.66,0.97,-3.39
215,2019-07-29,-14.79,13.16,0.82,-4.21
216,2019-07-30,-16.72,13.3,0.15,-5.09
217,2019-07-31,-15.87,13.4,0.47,-4.82
218,2019-08-01,-16.9,13.22,-0.26,-6.0
219,2019-08-02,-16.72,13.46,-0.23,-5.85
220,2019-08-05,-18.28,13.28,-0.99,-7.0
221,2019-08-06,-17.03,13.59,-0.31,-6.27
222,2019-08-07,-17.93,13.67,-0.65,-7.06
223,2019-08-08,-17.07,13.63,0.12,-5.55
224,2019-08-09,-16.14,13.43,0.37,-4.89
225,2019-08-13,-18.27,13.3,-0.74,-6.46
226,2019-08-14,-17.35,12.97,-0.5,-5.57
227,2019-08-16,-16.74,13.26,-0.29,-5.42
228,2019-08-19,-16.64,13.17,-0.25,-5.36
229,2019-08-20,-17.5,13.18,-0.56,-5.68
230,2019-08-21,-18.97,13.28,-0.32,-6.52
231,2019-08-22,-20.55,13.37,-1.1,-8.04
232,2019-08-23,-20.2,13.35,-0.83,-7.29
233,2019-08-26,-18.45,13.85,0.4,-5.33
234,2019-08-27,-16.93,13.74,0.82,-4.92
235,2019-08-28,-17.71,13.59,0.52,-5.43
236,2019-08-29,-18.01,13.57,-0.07,-6.27
237,2019-08-30,-17.05,13.55,0.36,-5.63
238,2019-09-03,-18.22,13.92,-0.59,-7.56
239,2019-09-04,-18.33,13.92,-0.35,-7.16
240,2019-09-05,-18.18,13.83,-0.27,-7.13
241,2019-09-06,-17.27,13.75,0.27,-6.29
242,2019-09-09,-16.42,13.97,0.73,-5.8
243,2019-09-11,-15.67,13.6,0.93,-5.52
244,2019-09-12,-15.69,13.58,0.74,-5.97
245,2019-09-13,-15.23,13.73,1.37,-5.18
246,2019-09-16,-15.4,13.45,1.04,-5.8
247,2019-09-17,-17.29,13.36,0.1,-7.39
248,2019-09-18,-16.55,13.97,0.47,-7.19
249,2019-09-19,-17.55,13.91,-0.22,-8.35
250,2019-09-20,-12.94,12.77,2.57,-3.48
251,2019-09-23,-10.26,12.97,4.61,-0.69
252,2019-09-24,-10.62,12.77,4.44,-0.79
253,2019-09-25,-11.96,12.81,3.59,-2.06
254,2019-09-26,-11.21,12.98,4.22,-0.94
255,2019-09-27,-11.25,12.96,4.03,-1.44
256,2019-09-30,-12.25,13.24,3.57,-1.76
257,2019-10-01,-13.14,13.85,2.99,-2.74
258,2019-10-03,-13.47,14.29,2.92,-3.14
